Character   Count
=================

the         :1507x
share       :   1x
loudly.     :   1x
whatever    :   1x
must,'      :   1x
way--'      :   1x
Ann!        :   1x
`Write      :   1x
chuckled.   :   1x
person,     :   1x
`she        :   1x
maps        :   1x
alone.      :   1x
bright-eyed :   1x
caterpillar,:   1x
downward!   :   1x
please!     :   1x
pretexts    :   1x
Down        :   1x
needs       :   1x
vanished.   :   1x
any.        :   1x
ma          :   1x
obstacle    :   1x
livery:     :   1x
idea,'      :   1x
isn't,'     :   1x
arm-chair   :   1x
cost        :   1x
lost,       :   1x
done.'      :   1x
floor:      :   1x
child:      :   1x
Always      :   1x
dancing     :   1x
fright      :   1x
guard       :   1x
grazed      :   1x
attempts    :   1x
happened.   :   1x
Mad         :   1x
slate.      :   1x
skirt,      :   1x
off;        :   1x
twinkle--"' :   1x
began:--    :   1x
interrupted::   1x
flying      :   1x
permitted   :   1x
pence.      :   1x
oblong      :   1x
One         :   1x
passage:    :   1x
flung       :   1x
rabbit!     :   1x
escape!'    :   1x
room!       :   1x
rock,       :   1x
cheerfully  :   1x
cutting,'   :   1x
mischief,   :   1x
birds!      :   1x
Though      :   1x
any,'       :   1x
NOT!'       :   1x
also        :   1x
undertone   :   1x
interrupted.:   1x
ONE.'       :   1x
music,      :   1x
go.         :   1x
wrong!'     :   1x
curls       :   1x
aloud,      :   1x
animal      :   1x
purring,    :   1x
school,'    :   1x
fellow!     :   1x
VII         :   1x
THAN        :   1x
producing   :   1x
shyly,      :   1x
part.'      :   1x
`Swim       :   1x
`Cheshire   :   1x
heads!'     :   1x
happen:     :   1x
on;         :   1x
speech      :   1x
month,      :   1x
means.'     :   1x
`Where's    :   1x
her,'       :   1x
declared    :   1x
English,    :   1x
MARMALADE', :   1x
hot,        :   1x
daughter    :   1x
lasted      :   1x
sky         :   1x
guests,     :   1x
whispered,  :   1x
rate,'      :   1x
it--once    :   1x
sneezes:    :   1x
stool       :   1x
breathe     :   1x
quarrel     :   1x
mouths--and :   1x
think!      :   1x
table,'     :   1x
stuff       :   1x
English,'   :   1x
afford      :   1x
Our         :   1x
wait,       :   1x
lobsters!'  :   1x
law:        :   1x
cat.)       :   1x
`Fury       :   1x
Hush!'      :   1x
tea-time,   :   1x
pocket      :   1x
courage,    :   1x
sharing     :   1x
like"!'     :   1x
five        :   1x
chrysalis--you:   1x
it,)        :   1x
would,      :   1x
mad--at     :   1x
first--they :   1x
leap        :   1x
accounts    :   1x
names       :   1x
positively  :   1x
`three      :   1x
game's      :   1x
DOES        :   1x
child,'     :   1x
pictured    :   1x
with;       :   1x
`Hm!        :   1x
growl       :   1x
indeed.     :   1x
spell       :   1x
Conqueror,  :   1x
plan,       :   1x
stop.       :   1x
EDITION     :   1x
(not        :   1x
candle.     :   1x
eggs,'      :   1x
claws,      :   1x
QUEEN       :   1x
mushroom,'  :   1x
soup!'      :   1x
consented   :   1x
dodged      :   1x
`living     :   1x
dears!      :   1x
`Very,'     :   1x
--Come,     :   1x
March,      :   1x
about,'     :   1x
laughing:   :   1x
piteous     :   1x
girl,'      :   1x
creatures,  :   1x
promised    :   1x
FULCRUM     :   1x
wandering,  :   1x
`YOU        :   1x
moral,      :   1x
well!       :   1x
disappointment:   1x
heap        :   1x
which),     :   1x
pencils     :   1x
meeting     :   1x
else's      :   1x
refreshments!':   1x
somebody,   :   1x
far,        :   1x
somewhere   :   1x
thistle,    :   1x
POCKET,     :   1x
thanked     :   1x
jurors.'    :   1x
neck,       :   1x
thought;    :   1x
Advice      :   1x
roughly     :   1x
executioner::   1x
Turtle;     :   1x
shiver.     :   1x
proposal.   :   1x
HIM.'       :   1x
cheeks,     :   1x
fun!'       :   1x
day;        :   1x
sound.]     :   1x
ran,        :   1x
said,'      :   1x
offend      :   1x
fishes      :   1x
Duchess,'   :   1x
Mystery,'   :   1x
knock,      :   1x
Distraction,:   1x
angry.      :   1x
Knave,      :   1x
shifting    :   1x
rumbling    :   1x
Oh!         :   1x
reasonable  :   1x
places--    :   1x
wet,        :   1x
stay!'      :   1x
balanced    :   1x
`--change   :   1x
thoughtfully::   1x
serpent?'   :   1x
fourth.'    :   1x
`Wouldn't   :   1x
advise      :   1x
wide        :   1x
courage     :   1x
`some       :   1x
Five.       :   1x
head:       :   1x
finish,     :   1x
alas        :   1x
wings.      :   1x
song.       :   1x
`flamingoes :   1x
more:       :   1x
Tortoise,   :   1x
present     :   1x
leaders,    :   1x
Serpent!'   :   1x
paused      :   1x
ink,        :   1x
prizes?'    :   1x
attending!' :   1x
alive!'     :   1x
out."       :   1x
croquet?'   :   1x
already,    :   1x
Alas!       :   1x
sir,'       :   1x
Between     :   1x
ago:        :   1x
vinegar     :   1x
straightened:   1x
down--Here, :   1x
watch,'     :   1x
awfully     :   1x
keep,       :   1x
measure     :   1x
escape;     :   1x
rabbit-hole--and:   1x
history.    :   1x
disobey,    :   1x
whisper.)   :   1x
violence    :   1x
morsel      :   1x
depends     :   1x
ME.'        :   1x
--but       :   1x
audibly.    :   1x
from?'      :   1x
ye;         :   1x
`What!      :   1x
door;       :   1x
tea-things  :   1x
THESE?'     :   1x
loveliest   :   1x
flustered   :   1x
doing?'     :   1x
sharply;    :   1x
Edgar       :   1x
soon.       :   1x
`Dinah'll   :   1x
line        :   1x
terribly    :   1x
fixed       :   1x
telescope!  :   1x
(luckily    :   1x
jury,"      :   1x
sleep"      :   1x
downwards,  :   1x
bit!'       :   1x
either!'    :   1x
knife       :   1x
breathe.'   :   1x
this),      :   1x
shade:      :   1x
charges     :   1x
serpent!'   :   1x
country     :   1x
tea,        :   1x
fig?'       :   1x
busy        :   1x
`it'll      :   1x
pour        :   1x
eyes:       :   1x
nurse--and  :   1x
skimming    :   1x
forepaws    :   1x
WAISTCOAT-  :   1x
wrapping    :   1x
it!         :   1x
`It's--it's :   1x
manage?'    :   1x
fall,       :   1x
anything.   :   1x
condemn     :   1x
(pointing   :   1x
Silence     :   1x
Ma'am,      :   1x
dear,'      :   1x
thimble';   :   1x
leaving     :   1x
learn?'     :   1x
green,      :   1x
whispers    :   1x
splash!     :   1x
he?'        :   1x
frontispiece:   1x
kindly,     :   1x
white;      :   1x
begun.'     :   1x
remarks,'   :   1x
beauti--FUL :   1x
first!'     :   1x
extremely   :   1x
OUT         :   1x
sisters--they:   1x
scolded     :   1x
cannot      :   1x
do."        :   1x
`Digging    :   1x
`An         :   1x
sharks      :   1x
brushing    :   1x
enough.'    :   1x
ridge       :   1x
Footman's   :   1x
Duck.       :   1x
farm-yard--while:   1x
mournful    :   1x
(`That's    :   1x
again,'     :   1x
is--"Oh,    :   1x
`--well     :   1x
fifth       :   1x
pop         :   1x
Elsie,      :   1x
unimportant--important--':   1x
(Sounds     :   1x
mine--a     :   1x
sisters,'   :   1x
fancying    :   1x
fortunately :   1x
various     :   1x
`Seven      :   1x
croqueting  :   1x
Majesty?'   :   1x
Turn        :   1x
ESQ.        :   1x
complained  :   1x
might,      :   1x
Time,       :   1x
dropping    :   1x
asked,      :   1x
Luckily     :   1x
`"Will      :   1x
yelp        :   1x
delight     :   1x
sleep,      :   1x
Adventures  :   1x
SOMEWHERE,' :   1x
seen:       :   1x
newspapers, :   1x
whom        :   1x
`Sh!        :   1x
SOMETHING   :   1x
NEAR        :   1x
temper,     :   1x
arches.     :   1x
"HOW        :   1x
sister's    :   1x
crawling    :   1x
inwards,    :   1x
another!    :   1x
Turtle.'    :   1x
Shakespeare,:   1x
entrance    :   1x
ran;        :   1x
are,'       :   1x
Number      :   1x
ever;       :   1x
telescope.' :   1x
none,       :   1x
talk:       :   1x
`Serpent!'  :   1x
Imagine     :   1x
more;       :   1x
chief       :   1x
declare     :   1x
not!'       :   1x
eagerly.    :   1x
laugh;      :   1x
`Nothing,'  :   1x
partners--' :   1x
BUSY        :   1x
ridges      :   1x
frog        :   1x
HEARTHRUG,  :   1x
Dormouse:   :   1x
axes,'      :   1x
gay         :   1x
think!'     :   1x
cat,'       :   1x
Crab        :   1x
I,'         :   1x
FOOT,       :   1x
(We         :   1x
clock.      :   1x
him--How    :   1x
everything's:   1x
different.  :   1x
`whenever   :   1x
Once        :   1x
instead!'   :   1x
temper      :   1x
M?'         :   1x
turn;       :   1x
THROUGH     :   1x
read:--     :   1x
knew)       :   1x
eleventh    :   1x
clean       :   1x
lives.      :   1x
honest      :   1x
daisy-chain :   1x
on?         :   1x
fountains.  :   1x
thought:    :   1x
`important--unimportant--:   1x
order,'     :   1x
memorandum  :   1x
court;      :   1x
argued      :   1x
sob,        :   1x
grew        :   1x
introduced  :   1x
hurrying    :   1x
`explanations:   1x
thatched    :   1x
limbs       :   1x
puzzle!'    :   1x
fifteen     :   1x
largest     :   1x
lady,'      :   1x
other.'     :   1x
snail       :   1x
William's   :   1x
head--Brandy:   1x
`Let's      :   1x
slightest   :   1x
end,        :   1x
indignantly,:   1x
person!'    :   1x
earth       :   1x
feelings.   :   1x
`really     :   1x
cherry-tart,:   1x
`Yes!'      :   1x
(for,       :   1x
fish,       :   1x
thin--and   :   1x
birthday    :   1x
`Then,      :   1x
Stigand,    :   1x
good-naturedly:   1x
mouth;      :   1x
appearance  :   1x
games       :   1x
rich        :   1x
hatter.'    :   1x
stopping    :   1x
dream:--    :   1x
marched     :   1x
plates      :   1x
thimble,'   :   1x
bank--the   :   1x
to.'        :   1x
denying     :   1x
crossly:    :   1x
hippopotamus,:   1x
`First      :   1x
execution.  :   1x
VI          :   1x
hat,'       :   1x
effect:     :   1x
paws!       :   1x
lifted      :   1x
currants.   :   1x
ringlets    :   1x
name,       :   1x
mouse--to   :   1x
`Pepper,    :   1x
`his        :   1x
`what's     :   1x
persisted   :   1x
`Nor        :   1x
head--      :   1x
(or         :   1x
remaining   :   1x
fly;        :   1x
unlocking   :   1x
likes.'     :   1x
educations--in:   1x
buttered    :   1x
Time        :   1x
officers:   :   1x
graceful    :   1x
Soup!'      :   1x
Suppress    :   1x
avoid       :   1x
series      :   1x
does,       :   1x
laughed     :   1x
corner      :   1x
`creatures,':   1x
leaves.     :   1x
answered,   :   1x
sing,'      :   1x
cup         :   1x
ADVENTURES  :   1x
beginning,' :   1x
vanishing   :   1x
without--Maybe:   1x
story.'     :   1x
cartwheels, :   1x
Nile        :   1x
proves      :   1x
tight       :   1x
Multiplication:   1x
courtiers,  :   1x
teeth,      :   1x
English!'   :   1x
judge,'     :   1x
far!"       :   1x
HAD         :   1x
shrimp      :   1x
eels,       :   1x
`advance    :   1x
cunning     :   1x
indeed:--   :   1x
yet!'       :   1x
crab,       :   1x
around,     :   1x
answer.     :   1x
raw.'       :   1x
won?'       :   1x
puffed      :   1x
courtiers;  :   1x
smoke       :   1x
"YOU        :   1x
too.'       :   1x
glass.)     :   1x
lazy        :   1x
low.        :   1x
like:       :   1x
house!'     :   1x
timidly.    :   1x
marked,     :   1x
question;   :   1x
head!"'     :   1x
engraved    :   1x
mouse!')    :   1x
yards       :   1x
nasty,      :   1x
where--'    :   1x
interesting,:   1x
be.'        :   1x
attended    :   1x
is!         :   1x
known       :   1x
size;       :   1x
hall.       :   1x
whisper     :   1x
first--verdict:   1x
`without    :   1x
particular--:   1x
trying,     :   1x
knelt       :   1x
tea--not    :   1x
grunted,    :   1x
muchness?'  :   1x
window!'    :   1x
spreading   :   1x
bird,'      :   1x
swim.       :   1x
him;        :   1x
child?'     :   1x
"How        :   1x
beasts      :   1x
ache!'      :   1x
feeble      :   1x
then!--Bill's:   1x
two:        :   1x
Lizard)     :   1x
flew        :   1x
`Their      :   1x
air:        :   1x
savage!'    :   1x
porpoise?"' :   1x
yet--it's   :   1x
then?'      :   1x
uneasy:     :   1x
feebly      :   1x
children.   :   1x
reply       :   1x
`Everything's:   1x
fair        :   1x
lessons,    :   1x
deserved    :   1x
His         :   1x
`You've     :   1x
riper       :   1x
`From       :   1x
"come       :   1x
world!      :   1x
managing    :   1x
see,'       :   1x
enjoy       :   1x
voice:--    :   1x
prosecute   :   1x
hedge!'     :   1x
nothing:    :   1x
variations. :   1x
`Once,'     :   1x
"With       :   1x
sort!'      :   1x
answer,     :   1x
dog's       :   1x
conquest.   :   1x
subjects    :   1x
meal,       :   1x
ways        :   1x
oh          :   1x
languid,    :   1x
fancy--Who's:   1x
Dormouse!   :   1x
effect      :   1x
dates       :   1x
fright.     :   1x
"He's       :   1x
`Stupid     :   1x
slate--Oh,  :   1x
itself,)    :   1x
`fetch      :   1x
himself,    :   1x
tremble.    :   1x
uneasily,   :   1x
untwist     :   1x
too:        :   1x
suet;       :   1x
readily:    :   1x
uneasily    :   1x
listening:  :   1x
"There's    :   1x
stupidly    :   1x
PLENTY      :   1x
Shark,      :   1x
uncomfortable:   1x
dismay,     :   1x
themselves."':   1x
Dormouse!'  :   1x
`IF         :   1x
dunce?      :   1x
croquet-ground:   1x
applause,   :   1x
SAID        :   1x
weren't     :   1x
pocket)     :   1x
officer     :   1x
tea-time.   :   1x
label,      :   1x
stand,      :   1x
way--never  :   1x
THINK       :   1x
`Alice!'    :   1x
angrily:    :   1x
harm        :   1x
`he's       :   1x
`Can't      :   1x
`Somebody   :   1x
linked      :   1x
father;     :   1x
secret,     :   1x
dinn--'     :   1x
turns       :   1x
`I'VE       :   1x
Dinn        :   1x
exact       :   1x
outside.    :   1x
`You!'      :   1x
otherwise,  :   1x
drinking.   :   1x
`Seals,     :   1x
PROVES      :   1x
annoyed,'   :   1x
more.'      :   1x
Mabel       :   1x
TRUE--"     :   1x
slate-pencil,:   1x
PRECIOUS    :   1x
`Serpent,   :   1x
Alice's,    :   1x
doing!'     :   1x
sister;     :   1x
sky!        :   1x
IT.         :   1x
face--and   :   1x
believed    :   1x
tops        :   1x
corner--No, :   1x
sea.'       :   1x
trumpet     :   1x
today.      :   1x
fellow?'    :   1x
lessen      :   1x
prize       :   1x
impatiently;:   1x
seven       :   1x
NO          :   1x
signify:    :   1x
spot.'      :   1x
Ann!'       :   1x
bitter--and--and:   1x
noticed,    :   1x
`At         :   1x
Like        :   1x
hopeless    :   1x
offended.   :   1x
buttons,    :   1x
opposite    :   1x
`jury-men'  :   1x
myself.'    :   1x
DOTH        :   1x
egg!'       :   1x
flavour     :   1x
Latin       :   1x
creep       :   1x
executed.'  :   1x
sad?'       :   1x
Dodo.       :   1x
processions;:   1x
`Mary       :   1x
me.'        :   1x
darkness    :   1x
muchness--  :   1x
mouse:      :   1x
plan.'      :   1x
existence;  :   1x
longer!'    :   1x
thick       :   1x
garden:     :   1x
father,     :   1x
tureen!     :   1x
toes?'      :   1x
room,       :   1x
corners:    :   1x
proceed,'   :   1x
`--likely   :   1x
hedge.      :   1x
frighten    :   1x
prevent     :   1x
guinea-pigs!':   1x
curtsey     :   1x
memory,     :   1x
FIT--"      :   1x
Digging     :   1x
she'd       :   1x
so--and     :   1x
had,        :   1x
Stole       :   1x
Besides,    :   1x
hush!'      :   1x
`Sure       :   1x
open,       :   1x
tougher     :   1x
character,  :   1x
old,        :   1x
`Sixteenth,':   1x
vote        :   1x
go?"        :   1x
hedgehogs   :   1x
turkey,     :   1x
key;        :   1x
lobster--'  :   1x
(It         :   1x
choking     :   1x
woman;      :   1x
you--all    :   1x
cross,      :   1x
voice--the  :   1x
tea;        :   1x
`--for      :   1x
Rabbit-Hole :   1x
overcome    :   1x
buttercup   :   1x
away:       :   1x
VIII        :   1x
see.'       :   1x
bats?       :   1x
gone.       :   1x
YOU.        :   1x
Trims       :   1x
neat        :   1x
escape,     :   1x
3.0         :   1x
creatures,' :   1x
this?'      :   1x
trial,      :   1x
`tell       :   1x
account     :   1x
`Tut,       :   1x
agony       :   1x
nodded.     :   1x
Ambition,   :   1x
slippery;   :   1x
mean,       :   1x
`Hush!      :   1x
theirs,     :   1x
understood  :   1x
doubtfully: :   1x
unusually   :   1x
anxiously.  :   1x
`they--you've:   1x
affectionately:   1x
faster      :   1x
Footman.    :   1x
treacle,'   :   1x
conclusion  :   1x
fat;        :   1x
`is         :   1x
cats.'      :   1x
remarking,  :   1x
fix         :   1x
shore.      :   1x
`Drive      :   1x
good,       :   1x
talking!'   :   1x
pressing    :   1x
lullaby     :   1x
advisable--"':   1x
impatient   :   1x
distance--but:   1x
kitchen.    :   1x
stupid?'    :   1x
YET,'       :   1x
yourself,   :   1x
day,'       :   1x
change:     :   1x
with.'      :   1x
words,      :   1x
bear?--Mind :   1x
crashed     :   1x
afraid,'    :   1x
sands       :   1x
dive        :   1x
ordered';   :   1x
Soup,"      :   1x
remembering :   1x
walrus      :   1x
absurd,     :   1x
us.         :   1x
attends     :   1x
choice,     :   1x
lit         :   1x
clinging    :   1x
reality--the:   1x
lamps       :   1x
folding     :   1x
comfits:    :   1x
kill        :   1x
below,      :   1x
particular  :   1x
DON'T       :   1x
For,        :   1x
MYSELF,     :   1x
toys        :   1x
Knave.      :   1x
more!'      :   1x
remedies--' :   1x
"French,    :   1x
mouths;     :   1x
star-fish,' :   1x
crown.      :   1x
Game,       :   1x
impertinent,':   1x
meant,'     :   1x
MILE        :   1x
BEE,"       :   1x
month       :   1x
`besides,   :   1x
My          :   1x
enormous    :   1x
little.     :   1x
couples:    :   1x
`unimportant.':   1x
howled      :   1x
Ugh,        :   1x
ointment--one:   1x
winter      :   1x
pie-crust,  :   1x
puzzled.)   :   1x
`sit        :   1x
questions.--How:   1x
(`the       :   1x
modern,     :   1x
here!'      :   1x
SHE         :   1x
neighbouring:   1x
crash       :   1x
VOICE       :   1x
anger,      :   1x
IV          :   1x
scroll,     :   1x
barking     :   1x
singers.    :   1x
diamonds,   :   1x
eel         :   1x
him,)       :   1x
questions,  :   1x
cushion;    :   1x
curving     :   1x
gallons     :   1x
look!       :   1x
executioner's:   1x
party.      :   1x
I,          :   1x
about;      :   1x
croquet-ground.:   1x
dinner,     :   1x
RED         :   1x
dogs        :   1x
ask!        :   1x
patiently   :   1x
yawning.    :   1x
inside,     :   1x
Sing        :   1x
undo        :   1x
pet:        :   1x
speech.     :   1x
promise.    :   1x
William,'   :   1x
home!       :   1x
feet!'      :   1x
IT          :   1x
paper.      :   1x
toast,)     :   1x
saw.        :   1x
sure;       :   1x
once;       :   1x
which?'     :   1x
rapidly:    :   1x
eggs        :   1x
mistake;    :   1x
Duck:       :   1x
signifies   :   1x
flinging    :   1x
panted      :   1x
feather     :   1x
little,'    :   1x
loving      :   1x
saves       :   1x
hundred     :   1x
Very        :   1x
T!'         :   1x
`Never!'    :   1x
`Curiouser  :   1x
saying.'    :   1x
pencil      :   1x
hours,      :   1x
losing      :   1x
straightening:   1x
you.        :   1x
Table       :   1x
puppy;      :   1x
exclamation :   1x
hearing.    :   1x
Lewis       :   1x
unless      :   1x
push        :   1x
yet--Oh!    :   1x
dream,      :   1x
`of         :   1x
"Such       :   1x
thistle     :   1x
uncomfortably:   1x
feared      :   1x
salmon,     :   1x
pity.       :   1x
claws       :   1x
`Pray       :   1x
perhaps?'   :   1x
pegs.       :   1x
places!'    :   1x
bursting    :   1x
comfort,    :   1x
at!"        :   1x
Fainting    :   1x
sort.       :   1x
prizes.     :   1x
close,      :   1x
shingle--will:   1x
well--'     :   1x
over)       :   1x
SIT         :   1x
`Leave      :   1x
joined):--  :   1x
lines!'     :   1x
cucumber-frames:   1x
note-book   :   1x
parts       :   1x
`After      :   1x
taller      :   1x
ever:       :   1x
Evidence    :   1x
finds       :   1x
livery      :   1x
sorrow?'    :   1x
roses?'     :   1x
respect.    :   1x
son,        :   1x
book-shelves;:   1x
sharply.    :   1x
snorting    :   1x
Mabel!      :   1x
COURT.'     :   1x
somersault  :   1x
courage.    :   1x
finger,     :   1x
scream,     :   1x
`Shy,       :   1x
Paris,      :   1x
adventures.':   1x
along--`Catch:   1x
further     :   1x
escape      :   1x
blacking,   :   1x
faces.      :   1x
shrieks,    :   1x
angry,      :   1x
wondered    :   1x
rats        :   1x
strings:    :   1x
furiously,  :   1x
sun,        :   1x
respectable :   1x
enough!'    :   1x
means,      :   1x
least--at   :   1x
accidentally:   1x
writing-desk?':   1x
(a          :   1x
mostly,'    :   1x
"Turtle     :   1x
lower,'     :   1x
happening.  :   1x
`Once       :   1x
steady      :   1x
Cat,'       :   1x
roof.       :   1x
(Before     :   1x
pardoned.'  :   1x
`Keep       :   1x
myself,     :   1x
turtles     :   1x
people,'    :   1x
waiting!'   :   1x
move.       :   1x
himself:    :   1x
someone     :   1x
am,         :   1x
double      :   1x
began:      :   1x
presented   :   1x
trusts      :   1x
Good-bye,   :   1x
blown       :   1x
(for        :   1x
toss        :   1x
again--"BEFORE:   1x
asking,     :   1x
squeeze     :   1x
gloves.     :   1x
roast       :   1x
sort,'      :   1x
trot        :   1x
family      :   1x
clock       :   1x
rustled     :   1x
game,'      :   1x
pocket?'    :   1x
emphasis,   :   1x
perhaps,'   :   1x
one?'       :   1x
ones        :   1x
table:      :   1x
ONE,        :   1x
despair     :   1x
frying-pan  :   1x
child-life, :   1x
balls       :   1x
ledge       :   1x
water-well,':   1x
Tea-Party   :   1x
answer?'    :   1x
Turtle--we  :   1x
lives       :   1x
flamingo:   :   1x
suppose,    :   1x
`Twinkle,   :   1x
acceptance  :   1x
patted      :   1x
ferrets     :   1x
blows       :   1x
pepper-box  :   1x
inquisitively,:   1x
Lastly,     :   1x
breath."    :   1x
raven       :   1x
Rome,       :   1x
favourite   :   1x
screaming   :   1x
plates,     :   1x
soft        :   1x
bathing     :   1x
serpent;    :   1x
directly,   :   1x
end:        :   1x
hatters     :   1x
peeping     :   1x
sentenced   :   1x
course.'    :   1x
rise        :   1x
promising,  :   1x
Long        :   1x
`IT         :   1x
going,      :   1x
usual       :   1x
remarked;   :   1x
certain!    :   1x
milk        :   1x
pleasing    :   1x
tongue,     :   1x
attempt     :   1x
thing.      :   1x
field       :   1x
knife,      :   1x
pleased.    :   1x
flock       :   1x
beak--      :   1x
cushion,    :   1x
didn't,'    :   1x
argue.      :   1x
wig.'       :   1x
dozing      :   1x
poured      :   1x
France--    :   1x
hint;       :   1x
rearing     :   1x
loose       :   1x
tie         :   1x
bad,        :   1x
Never       :   1x
altogether; :   1x
happens.    :   1x
laughter.   :   1x
stole       :   1x
delay       :   1x
unhappy.    :   1x
chorus,     :   1x
jaws        :   1x
Eaglet,     :   1x
hate        :   1x
stingy      :   1x
witness.    :   1x
lasted.)    :   1x
end.'       :   1x
mostly      :   1x
cur,        :   1x
kiss        :   1x
nearer,     :   1x
me?         :   1x
dream!'     :   1x
late.'      :   1x
abide       :   1x
milk-jug    :   1x
thoughtfully:   1x
curly       :   1x
belong      :   1x
narrow      :   1x
`"--found   :   1x
`Poor       :   1x
little--"'  :   1x
dreamed     :   1x
off,'       :   1x
lesson-book.:   1x
cattle      :   1x
to--'       :   1x
closer      :   1x
`"What      :   1x
interrupt   :   1x
follow      :   1x
`Never      :   1x
"poison"    :   1x
twice--'    :   1x
be,         :   1x
humbly:     :   1x
chatte?'    :   1x
size,'      :   1x
grin,'      :   1x
do:--       :   1x
leant       :   1x
TOOK        :   1x
execution--once:   1x
narrow,     :   1x
birds,)     :   1x
cats:       :   1x
it!--That   :   1x
SHE,        :   1x
people!     :   1x
humbly;     :   1x
about.      :   1x
already     :   1x
upstairs,   :   1x
`For        :   1x
swallow     :   1x
THINK;      :   1x
hedgehog,   :   1x
bats,       :   1x
nonsense,'  :   1x
ridiculous  :   1x
dried       :   1x
solemnly.   :   1x
locks,      :   1x
before.'    :   1x
brown,      :   1x
Visit       :   1x
can,'       :   1x
KING        :   1x
dear?'      :   1x
shedding    :   1x
eaten       :   1x
accusation!':   1x
form        :   1x
day-school, :   1x
off).       :   1x
away,'      :   1x
bough       :   1x
helpless    :   1x
rubbed      :   1x
knuckles.   :   1x
barley-sugar:   1x
shorter.'   :   1x
be"--or     :   1x
`after      :   1x
bad         :   1x
quick       :   1x
day--'      :   1x
together.'  :   1x
bells,      :   1x
we're       :   1x
room.       :   1x
tomorrow--' :   1x
happened.)  :   1x
to-day.'    :   1x
sight;      :   1x
deeply      :   1x
advance!    :   1x
`Dinah's    :   1x
now--but    :   1x
`Shan't,'   :   1x
O           :   1x
elbow.'     :   1x
dear!"      :   1x
worse.      :   1x
`one        :   1x
m--'        :   1x
whiting!'   :   1x
Crab,       :   1x
peering     :   1x
are!        :   1x
ALL.        :   1x
choosing    :   1x
twelve,     :   1x
alarmed     :   1x
remarked    :   1x
Rabbit:     :   1x
flashed     :   1x
Seven.      :   1x
`Twenty-four:   1x
butter      :   1x
`ORANGE     :   1x
cheated     :   1x
fits,       :   1x
cake.       :   1x
bread-and-butter.:   1x
lad!--Here, :   1x
feathers,   :   1x
pause.      :   1x
sleepy,     :   1x
curiouser!' :   1x
morning,'   :   1x
V           :   1x
first.'     :   1x
remarks,    :   1x
hall:       :   1x
Queens,     :   1x
received    :   1x
serpents!   :   1x
worried.    :   1x
queerest    :   1x
(WITH       :   1x
surprised,  :   1x
hot-tempered,':   1x
manner      :   1x
PERSONS     :   1x
frowning,   :   1x
fellow!'    :   1x
diligently  :   1x
quiver      :   1x
Drawling,   :   1x
She'll      :   1x
heard!'     :   1x
Queen!      :   1x
were.       :   1x
doubt       :   1x
(IF         :   1x
`--I        :   1x
so.'        :   1x
Hare,)      :   1x
rate:       :   1x
growling,'  :   1x
killing     :   1x
conversations:   1x
cries       :   1x
hurry:      :   1x
ask:        :   1x
`Who's      :   1x
Derision.'  :   1x
faintly     :   1x
patriotic   :   1x
slipped,    :   1x
`Chorus     :   1x
scream      :   1x
reduced     :   1x
life!       :   1x
fun         :   1x
`--that     :   1x
dreadful,'  :   1x
`Everybody  :   1x
from,'      :   1x
stop.'      :   1x
nurse       :   1x
"purpose"?' :   1x
tipped      :   1x
pigs,       :   1x
riddle      :   1x
game.       :   1x
muddle      :   1x
telescope   :   1x
THAT!'      :   1x
capering    :   1x
gravely.    :   1x
clever?'    :   1x
handsome    :   1x
throne      :   1x
fan!        :   1x
chin:       :   1x
`Nearly     :   1x
severely.   :   1x
sell,'      :   1x
footsteps,  :   1x
Grammar,    :   1x
happy       :   1x
"Too        :   1x
squeaked.   :   1x
sobbing,'   :   1x
Everything  :   1x
business,   :   1x
`Repeat,    :   1x
yawning     :   1x
swallowed   :   1x
I--'        :   1x
roared      :   1x
politely:   :   1x
eating      :   1x
est         :   1x
uglifying!' :   1x
slates;     :   1x
beasts,     :   1x
`however,   :   1x
wag         :   1x
`Fifteenth,':   1x
histories   :   1x
rope--Will  :   1x
growing.'   :   1x
D,'         :   1x
garden--how :   1x
`Back       :   1x
smile.      :   1x
note-book,  :   1x
is--"Be     :   1x
important,' :   1x
sir'        :   1x
shoes!'     :   1x
hid         :   1x
disgust,    :   1x
directions  :   1x
circumstances.:   1x
M,          :   1x
vegetable.  :   1x
English);   :   1x
Pray        :   1x
"William    :   1x
WATCH       :   1x
manner,     :   1x
twinkled    :   1x
riddles.--I :   1x
ought!      :   1x
water.      :   1x
Pinch       :   1x
no!'        :   1x
treacle-well.':   1x
(Dinah      :   1x
`Shall      :   1x
`Consider,  :   1x
expected:   :   1x
can--'      :   1x
accustomed  :   1x
New         :   1x
paint       :   1x
(and        :   1x
tasted--'   :   1x
sneeze      :   1x
fun?'       :   1x
fork        :   1x
mouse--a    :   1x
riddles     :   1x
prison,'    :   1x
banquet--]  :   1x
Northumbria--"':   1x
`I'M        :   1x
"'TIS       :   1x
adventures--beginning:   1x
anything,   :   1x
confused,   :   1x
engaged     :   1x
THAT.       :   1x
pardon,'    :   1x
a--'        :   1x
song?'      :   1x
faint       :   1x
liked.'     :   1x
curious.'   :   1x
rest,       :   1x
pun!'       :   1x
holding,    :   1x
sneezes;    :   1x
comes       :   1x
glaring     :   1x
touch       :   1x
wet         :   1x
happen,'    :   1x
`Right,     :   1x
bawled      :   1x
resource,   :   1x
`Read       :   1x
`Hadn't     :   1x
underneath  :   1x
